id,english,iast,devanagari,type,chapter,doshas,dhatus,clinical_significance
ITA-7.2.1.10,Pouring molten metal,dhalanam,धलनम,FORMULATION,7,,,medium
ITA-7.2.1.11,Fumigation,dhūpanam/dhūpa as,धूपनम/धूप अस,FORMULATION,7,,,medium
ITA-7.2.1.12,Cooking in a vessel,sthālīpākaḥ,स्थालीपाकः,FORMULATION,7,,,medium
ITA-7.2.1.13,"Processing, heating","bhānupākaḥ, ādityapāka","भानुपाकः, आदित्यपाक",FORMULATION,7,,,medium
ITA-7.2.1.14,Processing by heating,kūpīpākaḥ,कूपीपाकः,FORMULATION,7,,,medium
ITA-7.2.1.15,Sealing of vessel joint,sandhilēpanam,सन्धिलपनम,FORMULATION,7,,,medium
ITA-7.2.1.16,Traditional oven,puṭaḥ,पुटः,FORMULATION,7,,,medium
ITA-7.2.1.17,,kapotapuṭaḥ,कपोतपुटः,FORMULATION,7,,,medium
ITA-7.2.1.18,,gajapuṭaḥ,गजपुटः,FORMULATION,7,,,medium
ITA-7.2.1.19,,varāhapuṭaḥ,वराहपुटः,FORMULATION,7,,,medium
ITA-7.2.1.20,,svāṅgaśītam,स्वांगशीतम,FORMULATION,7,vata|kapha,,medium
ITA-7.2.1.21,,"vanopalā, vanotpalā,","वनोपला, वनोत्पला",FORMULATION,7,,,medium
ITA-7.2.1.22,,kajjalī,कज्जली,FORMULATION,7,,,medium
ITA-7.2.1.23,,parpaṭī,पर्पटी,FORMULATION,7,,,medium
ITA-7.2.2.1,Group of key,mahārasaḥ,महारसः,FORMULATION,7,,rasa,medium
ITA-7.2.2.2,Mica,abhrakam,अभ्रकम,FORMULATION,7,,,medium
ITA-7.2.2.3,Fluorspar and,vaikrāntam,वैक्रान्तम,FORMULATION,7,,,medium
ITA-7.2.2.4,Copper pyrite,mākṣikam/,माक्षिकम/,FORMULATION,7,,,medium
ITA-7.2.2.5,Iron pyrite,vimalam,विमलम,FORMULATION,7,,,medium
ITA-7.2.2.6,Black bitumen,śilājatu,शिलाजतु,FORMULATION,7,,,medium
ITA-7.2.2.7,Bornite and,sasyakaḥ/tutthaḥ,सस्यकः/तुत्थः,FORMULATION,7,,,medium
ITA-7.2.2.8,Bismuth or selenium,capalaḥ,चपलः,FORMULATION,7,,,medium
ITA-7.2.2.9,"Smithsonite, calamine",rasakaḥ/kharparaḥ,रसकः/खर्परः,FORMULATION,7,vata,rasa,high
ITA-7.2.3.1,Group of subsidiary,uparasaḥ,उपरसः,FORMULATION,7,,rasa,medium
ITA-7.2.3.2,Sulfur,gandhakaḥ,गन्धकः,FORMULATION,7,,,medium
ITA-7.2.3.3,Red ochre,gairikam,गैरिकम,FORMULATION,7,,,medium
ITA-7.2.3.4,Ferrous sulfate,kāsīsaḥ,कासीसः,FORMULATION,7,,meda,medium
ITA-7.2.3.5,Potash alum,kāṃkṣī/sphaṭikā,कांक्षी/स्फटिका,FORMULATION,7,,,medium
ITA-7.2.3.6,"Orpiment, yellow",haritālam,हरितालम,FORMULATION,7,,,medium
ITA-7.2.3.7,Realgar,manaḥśilā,मनःशिला,FORMULATION,7,,,medium
ITA-7.2.3.8,Antimony trisulfide;,añjanam,अञ्जनम,FORMULATION,7,,,medium
ITA-7.2.3.9,Exudates of Mysore,kaṅkuṣṭham,कंकुष्ठम,FORMULATION,7,,,medium
ITA-7.2.4.1,Group of supplement,sādhāraṇarasaḥ,साधारणरसः,FORMULATION,7,,rasa,medium
ITA-7.2.4.2,Kamala or kumkum,kampillakaḥ,कम्पिल्लकः,FORMULATION,7,,,medium
ITA-7.2.4.3,White arsenic,gaurīpāṣāṇam,गौरीपाषाणम,FORMULATION,7,,,medium
ITA-7.2.4.4,Ammonium chloride,narasāraḥ/navasādaraḥ,नरसारः/नवसादरः,FORMULATION,7,,,medium
ITA-7.2.4.5,Marine or cowrie shell,kapardakaḥ,कपर्दकः,FORMULATION,7,,,medium
ITA-7.2.4.6,Ambergris,vahnijāraḥ,वह्निजारः,FORMULATION,7,,,medium
ITA-7.2.4.7,Red oxide of mercury,girisindūraḥ,गिरिसिन्दूरः,FORMULATION,7,,,medium
ITA-7.2.4.8,"Cinnabar, red sulfide",hiṅgulam,हिंगुलम,FORMULATION,7,,,medium
ITA-7.2.4.9,Litharge,mṛddāraśrṛṃgaḥ,मृद्दारश्रृंगः,FORMULATION,7,,,medium
ITA-7.2.5.1,Metal,dhātuḥ,धातुः,FORMULATION,7,,,medium
ITA-7.2.5.2,Gold,svarṇam,स्वर्णम,FORMULATION,7,,,medium
ITA-7.2.5.3,Silver,rajatam,रजतम,FORMULATION,7,,,medium
ITA-7.2.5.4,Copper,tāmram,ताम्रम,FORMULATION,7,,,medium
ITA-7.2.5.5,Iron,lauham/lohaḥ,लौहम/लोहः,FORMULATION,7,,,medium
ITA-7.2.5.6,Tin,vaṅgam,वंगम,FORMULATION,7,,,medium
ITA-7.2.5.7,Lead,nāgam,नागम,FORMULATION,7,,,medium
ITA-7.2.5.8,Zinc,yaśadam,यशदम,FORMULATION,7,,,medium
ITA-7.2.5.9,Brass,pittalam,पित्तलम,FORMULATION,7,pitta,,high
ITA-7.2.5.10,,kāṃsyam,कांस्यम,FORMULATION,7,,,medium
ITA-7.2.5.11,,"Vartalauham, vartalohaḥ","वर्तलौहम, वर्तलोहः",FORMULATION,7,,,medium
ITA-7.2.5.12,,maṇḍūram,मण्डूरम,FORMULATION,7,,,medium
ITA-7.2.6.1,Gems,ratnam,रत्नम,FORMULATION,7,,,medium
ITA-7.2.6.2,Ruby,māṇikyam,माणिक्यम,FORMULATION,7,,,medium
ITA-7.2.6.3,Pearl,muktāphalam,मुक्ताफलम,FORMULATION,7,,,medium
ITA-7.2.6.4,Coral,vidrumam,विद्रुमम,FORMULATION,7,,,medium
ITA-7.2.6.5,Emerald,tārkṣyam,तार्क्ष्यम,FORMULATION,7,,,medium
ITA-7.2.6.6,Yellow sapphire,puṣharāgam,पुष्हरागम,FORMULATION,7,,,medium
ITA-7.2.6.7,Diamond,"hīrakam, vajra","हीरकम, वज्र",FORMULATION,7,,,medium
ITA-7.2.6.8,Blue sapphire,nīlam,नीलम,FORMULATION,7,,,medium
ITA-7.2.6.9,Zircon or hessonite,gomedakam,गोमेदकम,FORMULATION,7,,meda,medium
ITA-7.2.6.10,,vaiḍūryam/vaidūryam,वैडूर्यम/वैदूर्यम,FORMULATION,7,,,medium
ITA-7.2.7.1,Subsidiary gems,uparatnam,उपरत्नम,FORMULATION,7,,,medium
ITA-7.2.7.2,Sun stone,sūryakāntaḥ,सूर्यकान्तः,FORMULATION,7,,,medium
ITA-7.2.7.3,Moon stone,candrakāntaḥ,चन्द्रकान्तः,FORMULATION,7,,,medium
ITA-7.2.7.4,Lapis lazuli,rājāvartaḥ,राजावर्तः,FORMULATION,7,,,medium
ITA-7.2.7.5,Turquoise,pairojakaḥ,पैरोजकः,FORMULATION,7,,,medium
ITA-7.2.7.6,Jade,vyomāśmaḥ,व्योमाश्मः,FORMULATION,7,,,medium
ITA-7.2.7.7,Quartz,sphaṭikaḥ,स्फटिकः,FORMULATION,7,,,medium
ITA-7.2.7.8,Serpentine,nāgapāṣāṇam,नागपाषाणम,FORMULATION,7,,,medium
ITA-7.2.7.9,Talc,dugdhapāṣāṇam,दुग्धपाषाणम,FORMULATION,7,,,medium
ITA-7.2.7.10,,tṛṇakāntaḥ,तृणकान्तः,FORMULATION,7,,,medium
ITA-7.2.8.1,Group of white,"śuklavargaḥ, sudhāvar-","शुक्लवर्गः, सुधावर-",FORMULATION,7,,,medium
ITA-7.2.8.2,Hartshorn,mṛgaśrṛṃgam,मृगश्रृंगम,FORMULATION,7,,,medium
ITA-7.2.8.3,Conch shell,śaṃkhaḥ,शंखः,FORMULATION,7,,,medium
ITA-7.2.8.4,Pearl oyster,śuktiḥ,शुक्तिः,FORMULATION,7,,,medium
ITA-7.2.8.5,Gypsum,gōdantī,गदन्ती,FORMULATION,7,,,medium
ITA-7.2.8.6,Silicate of lime,badarāśmaḥ,बदराश्मः,FORMULATION,7,,,medium
ITA-7.2.8.7,Chalk,khaṭikā,खटिका,FORMULATION,7,,,medium
ITA-7.2.8.8,Hen’s eggshell,kukkutandatvak,कुक्कुतन्दत्वक,FORMULATION,7,,,medium
ITA-7.2.9.1,Salt,lavaṇam,लवणम,FORMULATION,7,,,medium
ITA-7.2.9.2,Rock salt,saindhavalavaṇam,सैन्धवलवणम,FORMULATION,7,,,medium
ITA-7.2.9.3,Reh or earthen salt,audbhidalavaṇam,औद्भिदलवणम,FORMULATION,7,,,medium
ITA-7.2.9.4,Artificially made salt,viḍalavaṇam,विडलवणम,FORMULATION,7,,,medium
ITA-7.2.9.5,Sea salt,sāmudralavaṇam,सामुद्रलवणम,FORMULATION,7,,,medium
ITA-7.2.9.6,Black salt,sauvarcalalavaṇam,सौवर्चललवणम,FORMULATION,7,vata,,high
ITA-7.2.9.7,Sambhar salt,rōmakalavaṇam,रमकलवणम,FORMULATION,7,,,medium
ITA-7.2.10.1,,kṣāraḥ,क्षारः,FORMULATION,7,,,medium
ITA-7.2.10.2,,sūryakṣāraḥ,सूर्यक्षारः,FORMULATION,7,,,medium
ITA-7.2.10.3,,"svarjikṣāraḥ, sarjikṣāraḥ,","स्वर्जिक्षारः, सर्जिक्षारः",FORMULATION,7,,,medium
ITA-7.2.10.4,,yavakṣāraḥ,यवक्षारः,FORMULATION,7,,,medium
ITA-7.2.10.5,,ṭaṅkaṇam,टंकणम,FORMULATION,7,,,medium
ITA-8.1.1,Preparation of food,āhārakalpanā,आहारकल्पना,DIETETICS,8,,,low
ITA-8.1.2,Food,āhāraḥ,आहारः,DIETETICS,8,,,low
ITA-8.1.3,Wholesome,pathyam,पथ्यम,DIETETICS,8,,,low
ITA-8.1.4,Unwholesome,apathyam,अपथ्यम,DIETETICS,8,,,low
ITA-8.1.5,Incompatible foods,"viruddhāhāraḥ,",विरुद्धाहारः,DIETETICS,8,,,low
ITA-8.1.6,Varieties of food,āhārasvarūpabhedaḥ,आहारस्वरूपभेदः,DIETETICS,8,,,low
ITA-8.1.7,Eatables,aśitam,अशितम,DIETETICS,8,,,low
ITA-8.1.8,Drinkables,pītam,पीतम,DIETETICS,8,,,low
ITA-8.1.9,Lickables,līḍham,लीढम,DIETETICS,8,,,low
ITA-8.1.10,Suckables,coṣyam/cūṣyam,चोष्यम/चूष्यम,DIETETICS,8,,,low
ITA-8.1.11,Hard eatables,khāditam,खादितम,DIETETICS,8,,,low
ITA-8.1.12,Chewables,carvyam,चर्व्यम,DIETETICS,8,,,low
ITA-8.1.13,Eatables,bhakṣyam,भक्ष्यम,DIETETICS,8,,,low
ITA-8.2.1,Categories of food,āhāravargaḥ,आहारवर्गः,DIETETICS,8,,,low
ITA-8.2.2,Group of grains from,śūkadhānyavargaḥ,शूकधाञवर्गः,DIETETICS,8,,,low
ITA-8.2.3,Group of pulses and,"śamīdhānyavargaḥ,",शमीधाञवर्गः,DIETETICS,8,,,low
ITA-8.2.4,Group of meats,māṃsavargaḥ,मांसवर्गः,DIETETICS,8,,mamsa,low
ITA-8.2.5,Group of vegetables,śākavargaḥ,शाकवर्गः,DIETETICS,8,,,low
ITA-8.2.6,Group of fruits,phalavargaḥ,फलवर्गः,DIETETICS,8,,,low
ITA-8.2.7,Group of greens,haritavargaḥ,हरितवर्गः,DIETETICS,8,,,low
ITA-8.2.8,Suitable for preparation,sūpyam,सूप्यम,DIETETICS,8,,,low
ITA-8.2.9,Group of alcoholic,madyavargaḥ,मद्यवर्गः,DIETETICS,8,,,low
ITA-8.2.10,Group of milk and,gorasavargaḥ,गोरसवर्गः,DIETETICS,8,,rasa,low
ITA-8.2.11,Group of sugarcane,ikṣuvargaḥ,इक्षुवर्गः,DIETETICS,8,,,low
ITA-8.2.12,Group of food,āhārayogivargaḥ,आहारयोगिवर्गः,DIETETICS,8,,,low
ITA-8.2.13,Milk,kṣīram/payaḥ/dugdham,क्षीरम/पयः/दुग्धम,DIETETICS,8,,,low
ITA-8.2.14,Group of milks,kṣīravargaḥ,क्षीरवर्गः,DIETETICS,8,,,low
ITA-8.2.15,Group of eight types,kṣīrāṣṭakam,क्षीराष्टकम,DIETETICS,8,,,low
ITA-8.2.16,Group of curds,dadhivargaḥ,दधिवर्गः,DIETETICS,8,,,low
ITA-8.2.17,Buttermilk prepared,mathitaḥ,मथितः,DIETETICS,8,,,low
ITA-8.2.18,Thick buttermilk,udaśvit,उदश्वित,DIETETICS,8,,,low
ITA-8.2.19,Thin buttermilk,takram,तक्रम,DIETETICS,8,,,low
ITA-8.2.20,Whey,kaṭvaram,कट्वरम,DIETETICS,8,,,low
ITA-8.2.21,Inspissated milk,kilāṭam,किलाटम,DIETETICS,8,,,low
ITA-8.2.22,Solid part of milk,kūrcikā,कूर्चिका,DIETETICS,8,,,low
ITA-8.2.23,Solid part of milk,takrakūrcikā,तक्रकूर्चिका,DIETETICS,8,,,low
ITA-8.2.24,Solid part of milk,dadhikūrcikā,दधिकूर्चिका,DIETETICS,8,,,low
ITA-8.2.25,Colostrum,pīyūṣaḥ,पीयूषः,DIETETICS,8,,,low
ITA-8.2.26,Sweet preparation of,rasālā,रसाला,DIETETICS,8,,,low
ITA-8.2.27,Watery part of curd,dadhimastu,दधिमस्तु,DIETETICS,8,,,low
ITA-8.2.28,Buttermilk prepared,gholaḥ,घोलः,DIETETICS,8,,,low
ITA-8.2.29,Group of honeys,madhuvargaḥ,मधुवर्गः,DIETETICS,8,,,low
ITA-8.2.30,Honey from small,kṣaudram,क्षौद्रम,DIETETICS,8,,,low
ITA-8.2.31,Ghee-coloured honey,pauttikam,पौत्तिकम,DIETETICS,8,,,low
ITA-8.2.32,Whitish honey from,bhrāmaram,भ्रामरम,DIETETICS,8,,,low
ITA-8.2.33,Oil-like honey,mākṣikam,माक्षिकम,DIETETICS,8,,,low
ITA-8.2.34,Group of various,ambuvargaḥ/jalavargaḥ,अम्बुवर्गः/जलवर्गः,DIETETICS,8,,,low
ITA-8.2.35,Water,ambu/āpaḥ,अम्बु/आपः,DIETETICS,8,,,low
ITA-8.2.36,Rainwater before,āntarikṣa-jalam/āntarikṣa-,आन्तरिक्ष-जलम/आन्तरिक्ष-,DIETETICS,8,,,low
ITA-8.2.37,River water,nādeya-udakam,नादेय-उदकम,DIETETICS,8,,,low
ITA-8.2.38,Dew water,tauṣāram,तौषारम,DIETETICS,8,,,low
ITA-8.2.39,Spring water,audbhidajalam,औद्भिदजलम,DIETETICS,8,,,low
ITA-8.2.40,Water derived from,kāram,कारम,DIETETICS,8,,,low
ITA-8.2.41,Well water,kaupam,कौपम,DIETETICS,8,,,low
ITA-8.2.42,Uncontaminated,gāṅgajalam,गांगजलम,DIETETICS,8,,,low
ITA-8.2.43,Fall water,dhāram,धारम,DIETETICS,8,,,low
ITA-8.2.44,Water derived from,prāsravaṇam,प्रास्रवणम,DIETETICS,8,,,low
ITA-8.2.45,Step well water,vāpyam,वाप्यम,DIETETICS,8,,,low
ITA-8.2.46,Surface water,sāmudrajalam,सामुद्रजलम,DIETETICS,8,,,low
ITA-8.2.47,Lake water,sārasam,सारसम,DIETETICS,8,,rasa,low
ITA-8.2.48,Water detoxified by,haṃsodakam,हंसोदकम,DIETETICS,8,,,low
ITA-8.2.49,Water derived from,haimam,हैमम,DIETETICS,8,,,low
ITA-8.2.50,Tank or pond water,tāḍāgam,ताडागम,DIETETICS,8,,,low
ITA-8.3.1,Processed by heating,agnisiddhaḥ,अग्निसिद्धः,DIETETICS,8,,,low
ITA-8.3.2,Cooking with steam,kukūlapācanam,कुकूलपाचनम,DIETETICS,8,,,medium
ITA-8.3.3,Cooking on pan,karparapācanam,कर्परपाचनम,DIETETICS,8,,,medium
ITA-8.3.4,Processing by,kālaprakarṣaḥ,कालप्रकर्षः,DIETETICS,8,,,low
ITA-8.3.5,Processing by use,bhājanam,भाजनम,DIETETICS,8,,,low
ITA-8.3.6,Infusing or perfuming,vāsanam,वासनम,DIETETICS,8,,,low
ITA-8.3.7,Churning,manthanam,मन्थनम,DIETETICS,8,,,low
ITA-8.3.8,Fritter with sweet,madhukroḍaḥ,मधुक्रोडः,DIETETICS,8,,,low
ITA-8.3.9,Fritter-like preparation,sapiṇḍikaḥ,सपिण्डिकः,DIETETICS,8,,,low
ITA-8.3.10,Group of processed,kṛtānnavargaḥ,कृतान्नवर्गः,DIETETICS,8,,,low
ITA-8.3.11,Supernatant liquid,maṇḍaḥ,मण्डः,DIETETICS,8,,,low
ITA-8.3.12,Thin rice gruel,peyā,पेया,DIETETICS,8,,,low
ITA-8.3.13,Thick rice gruel,vilepī,विलेपी,DIETETICS,8,,,low
ITA-8.3.14,Cooked rice,odanam,ओदनम,DIETETICS,8,,,low
ITA-8.3.15,Parched paddy,lājā,लाजा,DIETETICS,8,,,low
ITA-8.3.16,Thin gruel of,lājapeyā,लाजपेया,DIETETICS,8,,,low
ITA-8.3.17,Liquid portion of,lājamaṇḍaḥ,लाजमण्डः,DIETETICS,8,,,low
ITA-8.3.18,Processed liquid,saṃskṛtalājamaṇḍaḥ,संस्कृतलाजमण्डः,DIETETICS,8,,,low
ITA-8.3.19,Flour of roasted,lājasaktuḥ,लाजसक्तुः,DIETETICS,8,,,low
ITA-8.3.20,Type of gruel made,kulmāṣaḥ,कुल्माषः,DIETETICS,8,,,low
ITA-8.3.21,Soup of vegetables,yūṣaḥ,यूषः,DIETETICS,8,,,low
ITA-8.3.22,Non-processed soup,akṛtayūṣaḥ,अकृतयूषः,DIETETICS,8,,,low
ITA-8.3.23,Processed soup of,kṛtayūṣaḥ,कृतयूषः,DIETETICS,8,,,low
ITA-8.3.24,Thin meat soup,tanurasaḥ,तनुरसः,DIETETICS,8,,rasa,low
ITA-8.3.25,Processed meat soup,kṛtarasaḥ,कृतरसः,DIETETICS,8,,rasa,low
ITA-8.3.26,Sour soup,amlasūpaḥ,अम्लसूपः,DIETETICS,8,pitta,,medium
ITA-8.3.27,Soup without added,anamlasūpaḥ,अनम्लसूपः,DIETETICS,8,pitta,,medium
ITA-8.3.28,Toasted grain flour,saktuḥ,सक्तुः,DIETETICS,8,,,low
ITA-8.3.29,Flour of roasted rice,śālisaktuḥ,शालिसक्तुः,DIETETICS,8,,,low
ITA-8.3.30,"Flour cake, a type",apūpaḥ,अपूपः,DIETETICS,8,,,low
ITA-8.3.31,Fried barley porridge,vāṭyaḥ,वाट्यः,DIETETICS,8,,,low
ITA-8.3.32,Sprouted grains,"virūḍhadhānāḥ,",विरूढधानाः,DIETETICS,8,,,low
ITA-8.3.33,Type of cake,śaṣkuliḥ,शष्कुलिः,DIETETICS,8,,,low
ITA-8.3.34,Fried sweet bread,pūpaḥ,पूपः,DIETETICS,8,,,low
ITA-8.3.35,Deep-fried sweet,pūpalikā,पूपलिका,DIETETICS,8,,,low
ITA-8.3.36,Boneless meat,veśavāraḥ,वेशवारः,DIETETICS,8,,asthi,low
ITA-8.3.37,Flattened rice,pṛthukaḥ,पृथुकः,DIETETICS,8,,,low
ITA-8.3.38,Beverage,pānakam,पानकम,DIETETICS,8,,,low
ITA-8.3.39,Sweet-sour sauce,rāgaḥ,रागः,DIETETICS,8,,,low
ITA-8.3.40,Confectionery,ṣāḍavaḥ,षाडवः,DIETETICS,8,,,low
ITA-8.3.41,Electuary,lehaḥ,लेहः,DIETETICS,8,,,low
ITA-8.3.42,Vinegar,śuktam,शुक्तम,DIETETICS,8,,,low
ITA-8.3.43,Type of fermented,śiṇḍākī,शिण्डाकी,DIETETICS,8,,,low
ITA-8.3.44,Sour gruel,kāñjikam/kāñjī,काञ्जिकम/काञ्जी,DIETETICS,8,,,low
ITA-8.3.45,Beverage prepared,khaḍaḥ,खडः,DIETETICS,8,,,low
ITA-8.3.46,Beverage prepared,kāmbalikaḥ,काम्बलिकः,DIETETICS,8,,,low
ITA-8.3.47,Porridge,kṛśarā,कृशरा,DIETETICS,8,,,low
ITA-8.3.48,Oil cakes,piṇyākaḥ,पिण्याकः,DIETETICS,8,,,low
ITA-8.3.49,Liquid portion of,vāṭyamaṇḍaḥ,वाट्यमण्डः,DIETETICS,8,,,low
ITA-8.3.50,Meat soup,"māṃsarasaḥ, rasaḥ.","मांसरसः, रसः",DIETETICS,8,pitta,rasa|mamsa,medium
ITA-9.1.1,General medicine,kāyacikitsā,कायचिकित्सा,THERAPEUTICS,9,,,medium
ITA-9.1.2,Body or internal fire,kāyaḥ,कायः,THERAPEUTICS,9,,,medium
ITA-9.1.3,Treatment,cikitsā,चिकित्सा,THERAPEUTICS,9,,,medium
ITA-9.1.4,Disease elimination,vyādhiharam,व्याधिहरम,DISEASE,9,,,medium
ITA-9.1.5,Compatible with,pathyam,पथ्यम,THERAPEUTICS,9,,,medium
ITA-9.1.6,Treatment instrument,sādhanam,साधनम,THERAPEUTICS,9,,,medium
ITA-9.1.7,Medication,auṣadham,औषधम,MEDICINE,9,,,medium
ITA-9.1.8,Treatment protocol,upakramaḥ,उपक्रमः,THERAPEUTICS,9,,,medium
ITA-9.1.9,Amendment to wrong,prāyaścittam,प्रायश्चित्तम,THERAPEUTICS,9,,,medium
ITA-9.1.10,Palliation,praśamanam,प्रशमनम,THERAPEUTICS,9,,,medium
ITA-9.1.11,Restoration of health,prakṛtisthāpanam,प्रकृतिस्थापनम,THERAPEUTICS,9,,,medium
ITA-9.1.12,Salutary to health,hitam,हितम,THERAPEUTICS,9,,,medium
ITA-9.1.13,Rebuffing of disease,vāraṇam,वारणम,THERAPEUTICS,9,,,medium
ITA-9.1.14,Therapeutic rituals,"daivavyapāśrayacikitsā,",दैवव्यपाश्रयचिकित्सा,THERAPEUTICS,9,,,medium
ITA-9.1.15,Chanting of auspicious,mantracikitsā,मन्त्रचिकित्सा,THERAPEUTICS,9,,,medium
ITA-9.1.16,Gem wearing,maṇidhāraṇam,मणिधारणम,THERAPEUTICS,9,,,medium
ITA-9.1.17,Auspicious offerings,maṅgalam,मंगलम,THERAPEUTICS,9,,,medium
ITA-9.1.18,Offerings to deity,baliḥ,बलिः,THERAPEUTICS,9,,,medium
ITA-9.1.19,Offerings to deity,upahāraḥ,उपहारः,THERAPEUTICS,9,,,medium
ITA-9.1.20,Oblations or offerings,homam,होमम,THERAPEUTICS,9,,,medium
ITA-9.1.21,Practising auspicious,niyamaḥ,नियमः,THERAPEUTICS,9,,,medium
ITA-9.1.22,Atonement,prāyaścittam,प्रायश्चित्तम,THERAPEUTICS,9,,,medium
ITA-9.1.23,Mindful restriction of,upavāsaḥ,उपवासः,THERAPEUTICS,9,,,medium
ITA-9.1.24,Blessings from elders,svastyayanam,स्वस्त्ययनम,THERAPEUTICS,9,,,medium
ITA-9.1.25,Pilgrimage,praṇipātagamanam,प्रणिपातगमनम,THERAPEUTICS,9,,,medium
ITA-9.1.26,Structured therapy,"yuktivyapāśrayacikitsā,",युक्तिव्यपाश्रयचिकित्सा,THERAPEUTICS,9,,,medium
ITA-9.1.27,Proven or evidence,naiṣṭhikīcikitsā,नैष्ठिकीचिकित्सा,THERAPEUTICS,9,,,medium
ITA-9.1.28,Administration of,āhāradravyayojanam,आहारद्रव्ययोजनम,MEDICINE,9,,,medium
ITA-9.1.29,Administration of,auṣadhadravyayojanam,औषधद्रव्ययोजनम,MEDICINE,9,,,medium
ITA-9.1.30,Hazardous substance,abheṣajam,अभेषजम,MEDICINE,9,,,medium
ITA-9.1.31,Acute toxin,bādhanam,बाधनम,THERAPEUTICS,9,,,medium
ITA-9.1.32,Detrimental to health,sānubādhanam,सानुबाधनम,THERAPEUTICS,9,,,medium
ITA-9.1.33,Procedure or,bheṣajam,भेषजम,MEDICINE,9,,,medium
ITA-9.1.34,Health-promoting,svasthasyorjaskaram,स्वस्थस्योर्जस्करम,THERAPEUTICS,9,,,medium
ITA-9.1.35,Rejuvenative therapy,rasāyanam,रसायनम,THERAPEUTICS,9,,,high
ITA-9.1.36,Potency and fertility,vājīkaraṇam,वाजीकरणम,THERAPEUTICS,9,,,high
ITA-9.1.37,Curative medicine,ārtasyaroganut,आर्तस्यरोगनुत,DISEASE,9,,,medium
ITA-9.1.38,Conservative therapy,samśamanam,सम्शमनम,THERAPEUTICS,9,,,high
ITA-9.1.39,Two-fold therapeutic,dvividhopakramaḥ,द्विविधोपक्रमः,THERAPEUTICS,9,,,medium
ITA-9.1.40,Nourishing therapy,santarpaṇam,सन्तर्पणम,THERAPEUTICS,9,,,medium
ITA-9.1.41,Depleting therapy,apatarpaṇam,अपतर्पणम,THERAPEUTICS,9,,,medium
ITA-9.1.42,Six types of treatment,ṣaḍvidhopakramāḥ,षड्विधोपक्रमाः,THERAPEUTICS,9,,,medium
ITA-9.1.43,Bulk-enhancing,bṛmhaṇam/,बृम्हणम/,THERAPEUTICS,9,,,medium
ITA-9.1.44,Therapeutic oleation,snehanam/snehanakarma,स्नेहनम/स्नेहनकर्म,THERAPEUTICS,9,,,medium
ITA-9.1.45,Astringent therapy,stambhanam/,स्तम्भनम/,THERAPEUTICS,9,,,medium
ITA-9.1.46,Lightness promoting,laṅghanam,लंघनम,THERAPEUTICS,9,,,high
ITA-9.1.47,Therapeutic,kṣudhā,क्षुधा,THERAPEUTICS,9,,,medium
ITA-9.1.48,Therapeutic,tṛṣṇā,तृष्णा,THERAPEUTICS,9,,,medium
ITA-9.1.49,Therapeutic exposure,mārutaḥ,मारुतः,THERAPEUTICS,9,,,medium
ITA-9.1.50,Therapeutic exposure,ātapaḥ,आतपः,THERAPEUTICS,9,,,medium
ITA-9.1.51,Therapeutic exercise,vyāyāmaḥ,व्यायामः,THERAPEUTICS,9,,,medium
ITA-9.1.52,Procedure to,doṣāvasecanam,दोषावसेचनम,THERAPEUTICS,9,,,medium
ITA-9.1.53,Fast-acting treatment,āśukāricikitsā,आशुकारिचिकित्सा,THERAPEUTICS,9,,,medium
ITA-9.1.54,Uprooting the cause,apakarṣaṇam,अपकर्षणम,THERAPEUTICS,9,,,medium
ITA-9.1.55,Creating conditions,prakṛtivighātaḥ,प्रकृतिविघातः,THERAPEUTICS,9,,,medium
ITA-9.1.56,Avoidance of,nidānaparivarjanam,निदानपरिवर्जनम,THERAPEUTICS,9,,,medium
ITA-9.1.57,Treatment antagonistic,hetuviparītacikitsā,हेतुविपरीतचिकित्सा,THERAPEUTICS,9,,,medium
ITA-9.1.58,Treatment antagonistic,vyādhiviparītacikitsā,व्याधिविपरीतचिकित्सा,THERAPEUTICS,9,,,medium
ITA-9.1.59,Treatment antagonistic,ubhayārthakāricikitsā,उभयार्थकारिचिकित्सा,THERAPEUTICS,9,,,medium
ITA-9.1.60,Treatment using,dravyabhūtacikitsā,द्रव्यभूतचिकित्सा,THERAPEUTICS,9,,,medium
ITA-9.1.61,Treatment not using,adravyabhūtacikitsā,अद्रव्यभूतचिकित्सा,THERAPEUTICS,9,,,medium
ITA-9.1.62,Dosha-specific,doṣopakramaḥ,दोषोपक्रमः,THERAPEUTICS,9,,,medium
ITA-9.1.63,Waiting period for,kālapratīkṣā,कालप्रतीक्षा,THERAPEUTICS,9,,,medium
ITA-9.1.64,Reviving,samjñāprabodhanam,सम्ज्ञाप्रबोधनम,THERAPEUTICS,9,,,medium
ITA-9.2.1,Cleansing therapy,"samśodhanakarma,",सम्शोधनकर्म,THERAPEUTICS,9,,,high
ITA-9.2.2,Panchakarma,pañcakarma,पञ्चकर्म,THERAPEUTICS,9,,,high
ITA-9.2.3,Patient fit for cleansing,samśodhanārhaḥ,सम्शोधनार्हः,THERAPEUTICS,9,,,medium
ITA-9.2.4,Preparatory,pūrvakarma,पूर्वकर्म,THERAPEUTICS,9,,,medium
ITA-9.2.5,Internal oleation,"ābhyantarasnehaḥ,",आभ्यन्तरस्नेहः,THERAPEUTICS,9,,,medium
