id,english,iast,devanagari,type,chapter,doshas,dhatus,clinical_significance
ITA-1.1.1,Ayurveda,Āyurvedaḥ,आयुर्वेदः,CONCEPT,1,,,low
ITA-1.2.1,"Life process, cycle or",,,CONCEPT,1,,,low
ITA-1.2.2,Salutary life,hitāyuḥ,हितायुः,CONCEPT,1,,,low
ITA-1.2.3,Unsalutary life,ahitāyuḥ,अहितायुः,CONCEPT,1,,,low
ITA-1.2.4,High quality of life,sukhāyuḥ,सुखायुः,CONCEPT,1,,,low
ITA-1.2.5,Poor quality of life,duḥkhāyuḥ,दुःखायुः,CONCEPT,1,,,low
ITA-1.3.1,Three core principles,"trisūtrāyurvedaḥ,",त्रिसूत्रायुर्वेदः,CONCEPT,1,,,low
ITA-1.4.1,Eight clinical speciali,aṣṭāṅgāyurvedaḥ,अष्टांगायुर्वेदः,CONCEPT,1,,,low
ITA-1.4.2,Treatment,cikitsā,चिकित्सा,THERAPEUTICS,1,,,medium
ITA-1.4.3,General medicine,kāyacikitsā,कायचिकित्सा,THERAPEUTICS,1,,,medium
ITA-1.4.4,Child and maternal,"bālacikitsā,",बालचिकित्सा,THERAPEUTICS,1,,,medium
ITA-1.4.5,Psychiatry,"grahacikitsā, bhūtavidyā.","ग्रहचिकित्सा, भूतविद्या",THERAPEUTICS,1,,,medium
ITA-1.4.6,Head and neck,"śālakyatantra,",शालक्यतन्त्र,CONCEPT,1,,,low
ITA-1.4.7,Surgery,śalyacikitsā,शल्यचिकित्सा,THERAPEUTICS,1,,,medium
ITA-1.4.8,Toxicology,"viṣacikitsā, garacikitsā","विषचिकित्सा, गरचिकित्सा",THERAPEUTICS,1,,,medium
ITA-1.4.9,Geriatrics,"rasāyanacikitsā,",रसायनचिकित्सा,THERAPEUTICS,1,,,high
ITA-1.4.10,Fertility treatment,"vajikaraṇacikitsa,",वजिकरनअचिकित्स,CONCEPT,1,,,low
ITA-1.4.11,Obstetrics,"prasūtītantra, strīroga","प्रसूतीतन्त्र, स्त्रीरोग",DISEASE,1,,,medium
ITA-1.5.1,Knowledge system,"śāstram, sūtram,","शास्त्रम, सूत्रम",CONCEPT,1,,,low
ITA-1.5.2,"Aphorism, summarized",sūtram,सूत्रम,CONCEPT,1,,,low
ITA-1.5.3,Branch of knowledge,śākhā,शाखा,CONCEPT,1,,,low
ITA-1.5.4,"Knowledge, discipline",vidyā,विद्या,CONCEPT,1,,,low
ITA-1.5.5,Understanding,jñānam,ज्ञानम,CONCEPT,1,,,low
ITA-1.5.6,"Treatise, structurally",tantram,तन्त्रम,CONCEPT,1,,,low
ITA-1.5.7,Mandatory injunction,vidhiḥ,विधिः,CONCEPT,1,,,low
ITA-1.5.8,Applied knowledge,vijñānam,विज्ञानम,CONCEPT,1,,,low
ITA-1.5.9,Qualities of technical,śāstraguṇāḥ,शास्त्रगुणाः,CONCEPT,1,,,low
ITA-1.6.1,Devices for,tantrayuktiḥ,तन्त्रयुक्तिः,CONCEPT,1,,,low
ITA-1.6.2,Extending the scope,atideśaḥ,अतिदेशः,CONCEPT,1,,,low
ITA-1.6.3,Retrospective cross,atītāvekṣaṇam,अतीतावेक्षणम,CONCEPT,1,,,low
ITA-1.6.4,Topic or subject of,adhikaraṇam,अधिकरणम,CONCEPT,1,,,low
ITA-1.6.5,Prospective cross,anāgatavekṣaṇam,अनागतवेक्षणम,CONCEPT,1,,,low
ITA-1.6.6,Acceptance by not,anumataḥ,अनुमतः,CONCEPT,1,,,low
ITA-1.6.7,Acceptance of multiple,anekāntaḥ,अनेकान्तः,CONCEPT,1,,,low
ITA-1.6.8,Supporting a proposed,apadeśaḥ,अपदेशः,CONCEPT,1,,,low
ITA-1.6.9,Statement of,apavargaḥ,अपवर्गः,CONCEPT,1,,,low
ITA-1.6.10,Implied or inferred,arthāpattiḥ,अर्थापत्तिः,CONCEPT,1,,,low
ITA-1.6.11,Concise statement,uddeśaḥ,उद्देशः,CONCEPT,1,,,low
ITA-1.6.12,Consolidating an,uddhāraḥ,उद्धारः,CONCEPT,1,,,low
ITA-1.6.13,Authoritative,upadeśaḥ,उपदेशः,CONCEPT,1,,,low
ITA-1.6.14,Extrapolation,ūhyam,ऊह्यम,CONCEPT,1,,,low
ITA-1.6.15,Definite conclusion,ekāntaḥ,एकान्तः,CONCEPT,1,,,low
ITA-1.6.16,Illustrative statement,nidarśanam,निदर्शनम,CONCEPT,1,,,low
ITA-1.6.17,Execution of,niyogaḥ/ sanniyogaḥ,नियोगः/ सन्नियोगः,FORMULATION,1,,,medium
ITA-1.6.18,Decision based on,nirṇayaḥ,निर्णयः,CONCEPT,1,,,low
ITA-1.6.19,Detailed description,nirdeśaḥ,निर्देशः,CONCEPT,1,,,low
ITA-1.6.20,Technical definition,nirvacanam,निर्वचनम,CONCEPT,1,,,low
ITA-1.6.21,Objecting or opposing,pūrvapakṣaḥ,पूर्वपक्षः,CONCEPT,1,,,low
ITA-1.6.22,Negating or refuting an,pratyutsāraḥ,प्रत्युत्सारः,CONCEPT,1,,,low
ITA-1.6.23,Partial description,pradeśaḥ,प्रदेशः,CONCEPT,1,,,low
ITA-1.6.24,"Aim, objective",Prayojanam,प्रयोजनम,CONCEPT,1,,,low
ITA-1.6.25,Contextual repetition,prasaṅgaḥ,प्रसंगः,CONCEPT,1,,rasa,low
ITA-1.6.26,"Union, compounding",yogaḥ,योगः,FORMULATION,1,,,medium
ITA-1.6.27,Supply of ellipsis,vākyaśeṣaḥ,वाक्यशेषः,CONCEPT,1,,,low
ITA-1.6.28,Optional instructions,vikalpanam,विकल्पनम,CONCEPT,1,,,low
ITA-1.6.29,Sequential narration,vidhānam,विधानम,CONCEPT,1,,,low
ITA-1.6.30,Implying the opposite,viparyayaḥ,विपर्ययः,CONCEPT,1,,,low
ITA-1.6.31,Lucid explanation,vyākhyānam,व्याख्यानम,CONCEPT,1,,,low
ITA-1.6.32,Inconclusive,saṃśayaḥ,संशयः,CONCEPT,1,,,low
ITA-1.6.33,Enlisting one by one,samuccayaḥ,समुच्चयः,CONCEPT,1,,,low
ITA-1.6.34,Statement indicating,sambhavaḥ,सम्भवः,CONCEPT,1,,,low
ITA-1.6.35,Technical terminology,svasañjñā,स्वसञ्ज्ञा,CONCEPT,1,,,low
ITA-1.6.36,Extended reasoning,hetvarthaḥ,हेत्वर्थः,CONCEPT,1,,,low
ITA-1.6.37,Source of meaning,arthāśrayaḥ,अर्थाश्रयः,CONCEPT,1,,,low
ITA-1.6.38,"Concept, hypothesis",kalpanā,कल्पना,CONCEPT,1,,,low
ITA-1.6.39,Inclinations,tācchilyam,ताच्छिल्यम,CONCEPT,1,,,low
ITA-1.6.40,Explanation,vyākhyā,व्याख्या,CONCEPT,1,,,low
ITA-1.7.1,Theory,siddhāntaḥ,सिद्धान्तः,CONCEPT,1,,,low
ITA-1.7.2,Doctrine,vādaḥ,वादः,CONCEPT,1,,,low
ITA-1.7.3,Rules for debate,vādamārgaḥ,वादमार्गः,CONCEPT,1,,,low
ITA-1.7.4,Unquestionable,ananuyojyam,अननुयोज्यम,CONCEPT,1,,,low
ITA-1.7.5,Question,anuyogaḥ,अनुयोगः,FORMULATION,1,,,medium
ITA-1.7.6,Questionable,anuyojyam,अनुयोज्यम,CONCEPT,1,,,low
ITA-1.7.7,Unquestioning,abhyanujñā,अभ्यनुज्ञा,CONCEPT,1,,,low
ITA-1.7.8,Implied meaning,arthaprāptiḥ,अर्थप्राप्तिः,CONCEPT,1,,,low
ITA-1.7.9,Varying meaning or,arthāntaram,अर्थान्तरम,CONCEPT,1,,,low
ITA-1.7.10,Rejoinder,uttaram,उत्तरम,CONCEPT,1,,,low
ITA-1.7.11,Application of proof,upanayaḥ,उपनयः,CONCEPT,1,,,low
ITA-1.7.12,Abusive argument,upālambhaḥ,उपालम्भः,CONCEPT,1,,,low
ITA-1.7.13,Perverted or deceitful,chalaḥ,छलः,CONCEPT,1,,,low
ITA-1.7.14,Defensive argument,jalpaḥ,जल्पः,CONCEPT,1,,,low
ITA-1.7.15,Inquisitiveness,jijñāsā,जिज्ञासा,CONCEPT,1,,,low
ITA-1.7.16,Discussion amongst,tadvidyasambhāṣā,तद्विद्यसम्भाषा,CONCEPT,1,,,low
ITA-1.7.17,"Deduction, conclusion",nigamanam,निगमनम,CONCEPT,1,,,low
ITA-1.7.18,Point of defeat,nigrahasthānam,निग्रहस्थानम,CONCEPT,1,,,low
ITA-1.7.19,Amendment of a,parihāraḥ,परिहारः,CONCEPT,1,,,low
ITA-1.7.20,"Proposition, proposed",pratijñā,प्रतिज्ञा,CONCEPT,1,,,low
ITA-1.7.21,Abandoning the,pratijñāhāniḥ,प्रतिज्ञाहानिः,CONCEPT,1,,,low
ITA-1.7.22,Proving the alternate,pratiṣṭhāpanā,प्रतिष्ठापना,CONCEPT,1,,,low
ITA-1.7.23,Counter-question,pratyanuyogaḥ,प्रत्यनुयोगः,FORMULATION,1,,,medium
ITA-1.7.24,Syntax error,vākyadoṣaḥ,वाक्यदोषः,CONCEPT,1,,,low
ITA-1.7.25,Correct statement,vākyapraśaṃsā,वाक्यप्रशंसा,CONCEPT,1,,,low
ITA-1.7.26,Hostile debate,vitaṇḍā,वितण्डा,CONCEPT,1,,,low
ITA-1.7.27,Decision,vyavasāyaḥ,व्यवसायः,CONCEPT,1,,,low
ITA-1.7.28,Proving the proposed,sthāpanā,स्थापना,CONCEPT,1,,,low
ITA-1.7.29,Proposing the wrong,hetvantaram,हेत्वन्तरम,CONCEPT,1,,,low
ITA-1.7.30,Discussion and debate,"tadvidyasaṃbhāṣā,",तद्विद्यसंभाषा,CONCEPT,1,,,low
ITA-1.7.31,Productive debate,sandhāyasaṃbhāṣā,सन्धायसंभाषा,CONCEPT,1,,,low
ITA-1.7.32,"Unproductive, hostile",vigṛhyasaṃbhāṣā,विगृह्यसंभाषा,CONCEPT,1,,,low
ITA-1.8.1,"Investigation, examination",parīkṣā,परीक्षा,CONCEPT,1,,,low
ITA-1.8.2,Knowledge,pramā,प्रमा,CONCEPT,1,,,low
ITA-1.8.3,"Proof, means of",pramāṇaḥ,प्रमाणः,CONCEPT,1,,,low
ITA-1.8.1.1,Direct perception,pratyakṣam,प्रत्यक्षम,CONCEPT,1,,,low
ITA-1.8.1.2,Contact,sannikarṣaḥ,सन्निकर्षः,CONCEPT,1,,,low
ITA-1.8.1.3,Indeterminate,nirvikalpakam,निर्विकल्पकम,CONCEPT,1,,,low
ITA-1.8.1.4,Determinate,savikalpakam,सविकल्पकम,CONCEPT,1,,,low
ITA-1.8.2.1,Inference based on,anumānam,अनुमानम,CONCEPT,1,,,low
ITA-1.8.2.2,Inferential knowledge,anumitiḥ,अनुमितिः,CONCEPT,1,,,low
ITA-1.8.2.3,Fallacious reason,ahetuḥ,अहेतुः,CONCEPT,1,,,low
ITA-1.8.2.4,Cause or variable,hetu,हेतु,CONCEPT,1,,,low
ITA-1.8.2.5,Cause or variable,sadhetu,सधेतु,CONCEPT,1,,,low
ITA-1.8.2.6,Independent variable,sādhana,साधन,CONCEPT,1,,,low
ITA-1.8.2.7,Dependent variable,sādhya,साध्य,CONCEPT,1,,,low
ITA-1.8.2.8,False positive or,hetvābhāsaḥ,हेत्वाभासः,CONCEPT,1,,,low
ITA-1.8.2.9,Invariable,avinābhāvasaṃbandhaḥ,अविनाभावसंबन्धः,CONCEPT,1,,,low
ITA-1.8.2.10,,avyabhicāritva,अव्यभिचारित्व,CONCEPT,1,,,low
ITA-1.8.2.11,,ayutasiddhatvam,अयुतसिद्धत्वम,CONCEPT,1,,,low
ITA-1.8.2.12,,yadṛcchāsiddhiḥ,यदृच्छासिद्धिः,CONCEPT,1,,,low
ITA-1.8.2.13,,prātiniyamikīsiddhiḥ,प्रातिनियमिकीसिद्धिः,CONCEPT,1,,,low
ITA-1.8.2.14,,aupādhika,औपाधिक,CONCEPT,1,,,low
ITA-1.8.2.15,,kevalavyatireki-,केवलव्यतिरेकि-,CONCEPT,1,,,low
ITA-1.8.2.16,,kevalānvayi-anumānam,केवलान्वयि-अनुमानम,CONCEPT,1,,,low
ITA-1.8.2.17,,tarkaḥ,तर्कः,CONCEPT,1,,,low
ITA-1.8.2.18,,svārthānumānam,स्वार्थानुमानम,CONCEPT,1,,,low
ITA-1.8.2.19,,parārthānumānam,परार्थानुमानम,CONCEPT,1,,,low
ITA-1.8.2.20,,prakaraṇasamaḥ,प्रकरणसमः,CONCEPT,1,,,low
ITA-1.8.2.21,,parāmarśaḥ,परामर्शः,CONCEPT,1,,,low
ITA-1.8.2.22,,pakṣaḥ,पक्षः,CONCEPT,1,,,low
ITA-1.8.2.23,,sapakṣaḥ,सपक्षः,CONCEPT,1,,,low
ITA-1.8.2.24,,vipakṣaḥ,विपक्षः,CONCEPT,1,,,low
ITA-1.8.2.25,,vyāptiḥ,व्याप्तिः,CONCEPT,1,,,low
ITA-1.8.2.26,,vyatirekavyāptiḥ,व्यतिरेकव्याप्तिः,CONCEPT,1,,,low
ITA-1.8.2.27,,pañcāvayava-vākyam,पञ्चावयव-वाक्यम,CONCEPT,1,,,low
ITA-1.8.2.28,,udāharaṇam,उदाहरणम,CONCEPT,1,,,low
ITA-1.8.2.29,,kāraṇam,कारणम,CONCEPT,1,,,low
ITA-1.8.2.30,,samavāyikāraṇam,समवायिकारणम,CONCEPT,1,,,low
ITA-1.8.2.31,,asamavāyi-kāraṇam,असमवायि-कारणम,CONCEPT,1,,,low
ITA-1.8.2.32,,nimitta-kāraṇam,निमित्त-कारणम,CONCEPT,1,,,low
ITA-1.8.3.1,Codified knowledge,āptopadeśaḥ,आप्तोपदेशः,CONCEPT,1,,,low
ITA-1.8.3.2,Reasoning,yuktiḥ,युक्तिः,CONCEPT,1,,,low
ITA-1.8.3.3,Analogy,upamānaḥ,उपमानः,CONCEPT,1,,,low
ITA-1.8.3.4,Object of knowledge,prameyaḥ,प्रमेयः,CONCEPT,1,,,low
ITA-1.8.3.5,Object denoted by a,padārthaḥ,पदार्थः,CONCEPT,1,,,low
ITA-1.9.1,Six ontological,satpadarthāh,सत्पदर्थह,CONCEPT,1,,,low
ITA-1.9.1.1,"Generality, shared",sāmānyam,सामाञम,CONCEPT,1,,,low
ITA-1.9.1.2,Similarity at the level,dravya-sāmānyam,द्रव्य-सामाञम,MEDICINE,1,,,medium
ITA-1.9.1.3,Similarity at the,guṇa-sāmānyam,गुण-सामाञम,CONCEPT,1,,,low
ITA-1.9.1.4,Similarity at the level,karma-sāmānyam,कर्म-सामाञम,CONCEPT,1,,,low
ITA-1.9.2.1,"Particularity, distinct",viśeṣam,विशेषम,CONCEPT,1,,,low
ITA-1.9.2.2,Dissimilarity at the,dravya-viśeṣaḥ,द्रव्य-विशेषः,MEDICINE,1,,,medium
ITA-1.9.2.3,Dissimilarity at the,guṇa-viśeṣaḥ,गुण-विशेषः,CONCEPT,1,,,low
ITA-1.9.2.4,Dissimilarity at the,karma-viśeṣaḥ,कर्म-विशेषः,CONCEPT,1,,,low
ITA-1.9.3.1,"Substance, entity",dravyam,द्रव्यम,MEDICINE,1,,,medium
ITA-1.9.3.1.1,,kāraṇadravyam,कारणद्रव्यम,MEDICINE,1,,,medium
ITA-1.9.3.1.2,,pañcamahābhūta,पञ्चमहाभूत,CONCEPT,1,,,low
ITA-1.9.3.1.3,,,,CONCEPT,1,,,low
ITA-1.9.3.1.4,,,,CONCEPT,1,,,low
ITA-1.9.3.1.5,,,,CONCEPT,1,,,low
ITA-1.9.3.1.6,,,,CONCEPT,1,,,low
ITA-1.9.3.1.7,,,,CONCEPT,1,,,low
ITA-1.9.3.1.8,element,,,CONCEPT,1,,,low
ITA-1.9.3.2.1,,ātmā,आत्मा,CONCEPT,1,,,low
ITA-1.9.3.2.2,,bhūtātmā,भूतात्मा,CONCEPT,1,,,low
ITA-1.9.3.2.3,,jīvaḥ,जीवः,CONCEPT,1,,,low
ITA-1.9.3.2.4,,jñaḥ,ज्ञः,CONCEPT,1,,,low
ITA-1.9.3.2.5,,kartā,कर्ता,CONCEPT,1,,,low
ITA-1.9.3.2.6,,sākṣī,साक्षी,CONCEPT,1,,,low
ITA-1.9.3.2.7,,ādhyātmika,आध्यात्मिक,CONCEPT,1,,,low
ITA-1.9.3.2.8,,ativāhika-śarīram/,अतिवाहिक-शरीरम/,CONCEPT,1,,,low
ITA-1.9.3.2.9,,puruṣaḥ,पुरुषः,CONCEPT,1,,,low
ITA-1.9.3.2.10,,vaśī,वशी,CONCEPT,1,,,low
ITA-1.9.3.2.11,,"cikitsya-puruṣaḥ,",चिकित्स्य-पुरुषः,CONCEPT,1,,,low
ITA-1.9.3.2.12,,caturviṃśati-puruṣaḥ,चतुर्विंशति-पुरुषः,CONCEPT,1,,,low
ITA-1.9.3.2.13,,adṛṣṭam,अदृष्टम,CONCEPT,1,,,low
ITA-1.9.3.2.14,,niṣkriyaḥ,निष्क्रियः,CONCEPT,1,,,low
ITA-1.9.3.2.15,,vibhu,विभु,CONCEPT,1,,,low
ITA-1.9.3.2.16,,anādi,अनादि,CONCEPT,1,,,low
ITA-1.9.3.2.17,,cetanā/ caitanyam,चेतना/ चैतञम,CONCEPT,1,,,low
ITA-1.9.3.2.18,,nityam,नित्यम,CONCEPT,1,,,low
ITA-1.9.3.2.19,,nirvikāram,निर्विकारम,DISEASE,1,,,medium
ITA-1.9.3.2.20,,prākāmyam,प्राकाम्यम,CONCEPT,1,,,low
ITA-1.9.3.2.21,,avyayaḥ,अव्ययः,CONCEPT,1,,,low
ITA-1.9.3.2.22,,draṣṭā,द्रष्टा,CONCEPT,1,,,low
ITA-1.9.3.2.23,,svatantra,स्वतन्त्र,CONCEPT,1,vata,,medium
ITA-1.9.3.2.24,,antaścetana,अन्तश्चेतन,CONCEPT,1,,,low
ITA-1.9.3.2.25,,mokṣaḥ,मोक्षः,CONCEPT,1,,,low
ITA-1.9.3.2.26,,satyabuddhiḥ,सत्यबुद्धिः,CONCEPT,1,,,low
ITA-1.9.3.2.27,,jīvanmuktiḥ,जीवन्मुक्तिः,CONCEPT,1,,,low
ITA-1.9.3.2.28,,puṣpitaḥ,पुष्पितः,CONCEPT,1,,,low
ITA-1.9.3.2.29,,pretya,प्रेत्य,CONCEPT,1,,,low
ITA-1.9.3.3.1,"Mind, psyche","manaḥ, cetaḥ","मनः, चेतः",CONCEPT,1,,,low
ITA-1.9.3.3.2,Characteristics of,manoguṇaḥ/svarūpam,मनोगुणः/स्वरूपम,CONCEPT,1,,,low
ITA-1.9.3.3.3,Atomicity,"aṇutva, paramāṇu","अणुत्व, परमाणु",CONCEPT,1,,,low
ITA-1.9.3.3.4,Singularity,ekatva,एकत्व,CONCEPT,1,,,low
ITA-1.9.3.3.5,Trans-sense,indriyāntara-sañcāraḥ,इन्द्रियान्तर-सञ्चारः,CONCEPT,1,,,low
ITA-1.9.3.3.6,"Transient, perishable",anityam,अनित्यम,CONCEPT,1,,,low
ITA-1.9.3.3.7,Objects of the mind,manoarthaḥ,मनोअर्थः,CONCEPT,1,,,low
ITA-1.9.3.3.8,Decision-making,cintanam,चिन्तनम,CONCEPT,1,,,low
ITA-1.9.3.3.9,Reasoning,vicāraḥ,विचारः,CONCEPT,1,,,low
ITA-1.9.3.3.10,,ūhaḥ,ऊहः,CONCEPT,1,,,low
ITA-1.9.3.3.11,,dhyānam,ध्यानम,CONCEPT,1,,,low
ITA-1.9.3.3.12,,saṅkalpaḥ,संकल्पः,CONCEPT,1,,,low
ITA-1.9.3.3.13,,mānasika-bhāvaḥ,मानसिक-भावः,CONCEPT,1,,,low
ITA-1.9.3.3.14,,dhīḥ,धीः,CONCEPT,1,,,low
ITA-1.9.3.3.15,,dhṛtiḥ,धृतिः,CONCEPT,1,,,low
ITA-1.9.3.3.16,,smṛtiḥ,स्मृतिः,CONCEPT,1,,,low
ITA-1.9.3.3.17,,ṣaḍripuḥ,षड्रिपुः,CONCEPT,1,,,low
ITA-1.9.3.3.18,,kāmaḥ,कामः,CONCEPT,1,,,low
ITA-1.9.3.3.19,,krodhaḥ,क्रोधः,CONCEPT,1,,,low
ITA-1.9.3.3.20,,lobhaḥ,लोभः,CONCEPT,1,,,low
ITA-1.9.3.3.21,,mohaḥ,मोहः,CONCEPT,1,,,low
ITA-1.9.3.3.22,,madaḥ,मदः,CONCEPT,1,,,low
ITA-1.9.3.3.23,,mātsaryam,मात्सर्यम,CONCEPT,1,,,low
ITA-1.9.3.3.24,,ahaṅkāraḥ,अहंकारः,CONCEPT,1,,,low
ITA-1.9.3.3.25,,damaḥ,दमः,CONCEPT,1,,,low
ITA-1.9.3.3.26,,bhaktiḥ,भक्तिः,CONCEPT,1,,,low
ITA-1.9.3.3.27,,lajjā,लज्जा,CONCEPT,1,,,low
ITA-1.9.3.3.28,,vinayaḥ,विनयः,CONCEPT,1,,,low
ITA-1.9.3.3.29,,vivekaḥ,विवेकः,CONCEPT,1,,,low
ITA-1.9.3.3.30,,śokaḥ,शोकः,CONCEPT,1,,,low
ITA-1.9.3.3.31,,sammohaḥ,सम्मोहः,CONCEPT,1,,,low
ITA-1.9.3.3.32,,alobhaḥ,अलोभः,CONCEPT,1,,,low
ITA-1.9.3.3.33,,darpaḥ,दर्पः,CONCEPT,1,,,low
ITA-1.9.3.3.34,,antaḥkaraṇam,अन्तःकरणम,CONCEPT,1,,,low
ITA-1.9.3.4.1,,kālaḥ,कालः,CONCEPT,1,,,low
ITA-1.9.3.5.1,,diśaḥ,दिशः,CONCEPT,1,,,low
ITA-1.9.3.6.1,,amūrtadravyam,अमूर्तद्रव्यम,MEDICINE,1,,,medium
ITA-1.9.3.6.2,,"Mūrtadravya, paramāṇuḥ","मूर्तद्रव्य, परमाणुः",MEDICINE,1,,,medium
ITA-1.9.3.7.1,,kāryadravyam,कार्यद्रव्यम,MEDICINE,1,,,medium
ITA-1.9.3.7.2,,cetana-dravyam/,चेतन-द्रव्यम/,MEDICINE,1,,,medium
ITA-1.9.3.7.3,,sthāvaraḥ/antaścetanaḥ,स्थावरः/अन्तश्चेतनः,CONCEPT,1,,,low
ITA-1.9.3.7.4,,vanaspatiḥ,वनस्पतिः,CONCEPT,1,,,low
ITA-1.9.3.7.5,,vānaspatya,वानस्पत्य,CONCEPT,1,,,low
ITA-1.9.3.7.6,,vṛkṣaḥ,वृक्षः,CONCEPT,1,,,low
ITA-1.9.3.7.7,,vīrudha,वीरुध,CONCEPT,1,,,low
ITA-1.9.3.7.8,,latā,लता,CONCEPT,1,,,low
ITA-1.9.3.7.9,,gulma,गुल्म,CONCEPT,1,,,low
ITA-1.9.3.7.10,,oṣadhī,ओषधी,CONCEPT,1,,,low
ITA-1.9.3.7.11,,jaṅgamaḥ/,जंगमः/,CONCEPT,1,,,low
ITA-1.9.3.7.12,,jarāyujaḥ,जरायुजः,CONCEPT,1,,,low
ITA-1.9.3.7.13,,aṇḍajaḥ,अण्डजः,CONCEPT,1,,,low
ITA-1.9.3.7.14,,svedajaḥ,स्वेदजः,CONCEPT,1,,,low
ITA-1.9.3.7.15,,udbhijaḥ,उद्भिजः,CONCEPT,1,,,low
ITA-1.9.3.7.16,,acetana-dravyam/,अचेतन-द्रव्यम/,MEDICINE,1,,,medium
ITA-1.9.3.7.17,,khanijaḥ,खनिजः,CONCEPT,1,,,low
ITA-1.9.3.7.18,,kṛtrimam,कृत्रिमम,CONCEPT,1,,,low
ITA-1.9.4.1,"Property, quality or",guṇaḥ,गुणः,CONCEPT,1,,,low
ITA-1.9.4.2,Three primordial,"triguṇāḥ, mahāguṇaḥ","त्रिगुणाः, महागुणः",CONCEPT,1,,,low
ITA-1.9.4.3,"Tranquillity, harmony",sattvam,सत्त्वम,CONCEPT,1,,,low
ITA-1.9.4.4,"Agitation, activity",rajaḥ,रजः,CONCEPT,1,,,low
ITA-1.9.4.5,Inertia,tamaḥ,तमः,CONCEPT,1,,,low
ITA-1.9.4.1.1,,"arthaḥ, vaiśeṣikaguṇāḥ","अर्थः, वैशेषिकगुणाः",CONCEPT,1,,,low
ITA-1.9.4.1.2,,gandhaḥ,गन्धः,CONCEPT,1,,,low
ITA-1.9.4.1.3,,rasaḥ,रसः,CONCEPT,1,,rasa,low
ITA-1.9.4.1.4,,rūpaḥ,रूपः,CONCEPT,1,,,low
ITA-1.9.4.1.5,,sparśaḥ,स्पर्शः,CONCEPT,1,,,low
ITA-1.9.4.1.6,,śabdaḥ,शब्दः,CONCEPT,1,,,low
ITA-1.9.4.2.1,,śārīra-guṇāḥ/gurvādi-,शारीर-गुणाः/गुर्वादि-,CONCEPT,1,,,low
ITA-1.9.4.2.2,Heaviness,guruḥ,गुरुः,CONCEPT,1,kapha,,medium
ITA-1.9.4.2.3,Lightness,laghuḥ,लघुः,CONCEPT,1,vata,,medium
ITA-1.9.4.2.4,"Mildness, slowness",mandaḥ,मन्दः,CONCEPT,1,,,low
ITA-1.9.4.2.5,"Sharpness, speed",tīkṣṇaḥ,तीक्ष्णः,CONCEPT,1,pitta,,medium
ITA-1.9.4.2.6,Coldness,śītaḥ,शीतः,CONCEPT,1,vata|kapha,,medium
ITA-1.9.4.2.7,Hotness,uṣṇaḥ,उष्णः,CONCEPT,1,pitta,,medium
ITA-1.9.4.2.8,Unctuousness,snigdhaḥ,स्निग्धः,CONCEPT,1,pitta|kapha,,medium
ITA-1.9.4.2.9,Dryness,rūkṣaḥ,रूक्षः,CONCEPT,1,vata,,medium
ITA-1.9.4.2.10,,ślakṣṇaḥ,श्लक्ष्णः,CONCEPT,1,,,low
ITA-1.9.4.2.11,,kharaḥ,खरः,CONCEPT,1,vata,,medium
ITA-1.9.4.2.12,,sāndraḥ,सान्द्रः,CONCEPT,1,,,low
ITA-1.9.4.2.13,,dravaḥ,द्रवः,CONCEPT,1,pitta,,low
ITA-1.9.4.2.14,,mṛduḥ,मृदुः,CONCEPT,1,kapha,,medium
ITA-1.9.4.2.15,,kaṭhinaḥ,कठिनः,CONCEPT,1,,,low
ITA-1.9.4.2.16,,sūkṣmaḥ,सूक्ष्मः,CONCEPT,1,vata,,medium
ITA-1.9.4.2.17,,sthūlaḥ,स्थूलः,CONCEPT,1,,,low
ITA-1.9.4.2.18,,sthiraḥ,स्थिरः,CONCEPT,1,kapha,,medium
ITA-1.9.4.2.19,,saraḥ,सरः,CONCEPT,1,pitta,,medium
ITA-1.9.4.2.20,,viśadaḥ,विशदः,CONCEPT,1,vata,,medium
ITA-1.9.4.2.21,,picchilaḥ,पिच्छिलः,CONCEPT,1,kapha,,medium
ITA-1.9.4.3.1,Qualities of the self,ātmaguṇaḥ,आत्मगुणः,CONCEPT,1,,,low
ITA-1.9.4.3.2,"Intelligence, intellect",buddhiḥ,बुद्धिः,CONCEPT,1,,,low
ITA-1.9.4.3.3,"Pleasure, happiness",sukham,सुखम,CONCEPT,1,,,low
ITA-1.9.4.3.4,"Sorrow, pain",duḥkham,दुःखम,CONCEPT,1,,,low
ITA-1.9.4.3.5,,icchā,इच्छा,CONCEPT,1,,,low
ITA-1.9.4.3.6,,dveṣaḥ,द्वेषः,CONCEPT,1,,,low
ITA-1.9.4.3.7,,prayatnaḥ,प्रयत्नः,CONCEPT,1,,,low
ITA-1.9.4.4.1,,parādiguṇaḥ,परादिगुणः,CONCEPT,1,,,low
ITA-1.9.4.4.2,,paratvam,परत्वम,CONCEPT,1,,,low
ITA-1.9.4.4.3,,aparatvam,अपरत्वम,CONCEPT,1,,,low
ITA-1.9.4.4.4,,saṃkhyā,संख्या,CONCEPT,1,,,low
ITA-1.9.4.4.5,,saṃyogaḥ,संयोगः,FORMULATION,1,,,medium
ITA-1.9.4.4.6,,vibhāgaḥ,विभागः,CONCEPT,1,,,low
ITA-1.9.4.4.7,,pṛthaktvam,पृथक्त्वम,CONCEPT,1,,,low
